Date,Open,High,Low,Close,Adj Close,Volume
2018-12-14,0.194300,0.200000,0.183000,0.192300,0.192300,187685
2018-12-17,0.184300,0.210000,0.183000,0.184500,0.184500,300681
2018-12-18,0.209000,0.225000,0.129000,0.185000,0.185000,423651
2018-12-19,0.165000,0.169900,0.121000,0.131000,0.131000,1248804
2018-12-20,0.135700,0.135700,0.081000,0.105000,0.105000,911297
2018-12-21,0.114000,0.152200,0.090000,0.151400,0.151400,332403
2018-12-24,0.150000,0.158000,0.135500,0.151000,0.151000,135700
2018-12-26,0.130000,0.173750,0.130000,0.173750,0.173750,239794
2018-12-27,0.175000,0.189000,0.169000,0.180000,0.180000,122411
2018-12-28,0.180000,0.199000,0.167000,0.199000,0.199000,140685
2018-12-31,0.181000,0.182790,0.159600,0.175000,0.175000,231116
2019-01-02,0.159110,0.160000,0.132000,0.155000,0.155000,190486
2019-01-03,0.155000,0.158800,0.140100,0.158800,0.158800,148261
2019-01-04,0.130500,0.174900,0.130500,0.174900,0.174900,198760
2019-01-07,0.172300,0.175000,0.155000,0.162000,0.162000,114511
2019-01-08,0.164000,0.174000,0.155000,0.167500,0.167500,186486
2019-01-09,0.161250,0.180000,0.155000,0.175000,0.175000,341072
2019-01-10,0.170000,0.174000,0.161000,0.174000,0.174000,244964
2019-01-11,0.170000,0.200000,0.169750,0.199900,0.199900,266228
2019-01-14,0.180000,0.199900,0.180000,0.198000,0.198000,183232
2019-01-15,0.184000,0.194300,0.160000,0.170000,0.170000,447630
2019-01-16,0.173000,0.199000,0.150000,0.161020,0.161020,262881
2019-01-17,0.140900,0.235800,0.140900,0.215000,0.215000,675892
2019-01-18,0.240000,0.240000,0.186100,0.200000,0.200000,572477
2019-01-22,0.200000,0.210000,0.186000,0.198000,0.198000,126453
2019-01-23,0.200000,0.210000,0.190400,0.209120,0.209120,53755
2019-01-24,0.190000,0.208900,0.185000,0.194900,0.194900,160905
2019-01-25,0.194500,0.194500,0.170000,0.188900,0.188900,94981
2019-01-28,0.195000,0.195000,0.166000,0.183820,0.183820,103178
2019-01-29,0.180250,0.184800,0.167000,0.180000,0.180000,85800
2019-01-30,0.166350,0.205000,0.166350,0.201350,0.201350,205426
2019-01-31,0.210000,0.240000,0.185000,0.210000,0.210000,337285
2019-02-01,0.208500,0.210000,0.180000,0.200500,0.200500,97178
2019-02-04,0.190000,0.205000,0.175000,0.190000,0.190000,285565
2019-02-05,0.178000,0.178000,0.150000,0.174730,0.174730,494769
2019-02-06,0.155000,0.189000,0.152500,0.172500,0.172500,244112
2019-02-07,0.200000,0.200000,0.145100,0.189000,0.189000,955324
2019-02-08,0.165000,0.170000,0.151100,0.160000,0.160000,461194
2019-02-11,0.159360,0.167800,0.150000,0.158320,0.158320,303519
2019-02-12,0.150000,0.158800,0.120100,0.135000,0.135000,977398
2019-02-13,0.144000,0.158800,0.136000,0.144460,0.144460,240865
2019-02-14,0.153500,0.153500,0.135000,0.147500,0.147500,34721
2019-02-15,0.137000,0.145000,0.130000,0.132400,0.132400,127456
2019-02-19,0.130000,0.150000,0.120000,0.133200,0.133200,102095
2019-02-20,0.133250,0.138900,0.120000,0.138000,0.138000,114600
2019-02-21,0.135230,0.144000,0.122500,0.144000,0.144000,125020
2019-02-22,0.135300,0.142500,0.122600,0.141900,0.141900,134200
2019-02-25,0.127500,0.142500,0.123000,0.142500,0.142500,142619
2019-02-26,0.137000,0.148000,0.127000,0.148000,0.148000,29128
2019-02-27,0.148500,0.158000,0.130000,0.153000,0.153000,212258
2019-02-28,0.153000,0.170500,0.137900,0.169000,0.169000,516709
2019-03-01,0.180250,0.180250,0.160000,0.172500,0.172500,238616
2019-03-04,0.175000,0.200000,0.169000,0.183700,0.183700,357293
2019-03-05,0.183700,0.200000,0.181500,0.195000,0.195000,278518
2019-03-06,0.195000,0.220000,0.195000,0.209680,0.209680,383254
2019-03-07,0.209000,0.215000,0.168200,0.215000,0.215000,306690
2019-03-08,0.180100,0.200000,0.180000,0.198000,0.198000,81169
2019-03-11,0.190000,0.210000,0.170000,0.195000,0.195000,112475
2019-03-12,0.196500,0.210000,0.194300,0.194300,0.194300,80953
2019-03-13,0.180000,0.199000,0.180000,0.199000,0.199000,28003
2019-03-14,0.195000,0.197000,0.175000,0.194000,0.194000,74600
2019-03-15,0.184500,0.192700,0.180000,0.192500,0.192500,50375
2019-03-18,0.175850,0.190200,0.151000,0.170000,0.170000,335869
2019-03-19,0.169250,0.169250,0.155000,0.168000,0.168000,97390
2019-03-20,0.160000,0.195000,0.160000,0.184000,0.184000,327434
2019-03-21,0.204500,0.204500,0.138850,0.148000,0.148000,736104
2019-03-22,0.143800,0.148000,0.143800,0.148000,0.148000,83663
2019-03-25,0.148000,0.158800,0.145000,0.158800,0.158800,122893
2019-03-26,0.158000,0.160500,0.150000,0.160500,0.160500,48200
2019-03-27,0.150000,0.160000,0.144000,0.151500,0.151500,167500
2019-03-28,0.144000,0.164000,0.131600,0.164000,0.164000,343472
2019-03-29,0.140000,0.164000,0.140000,0.164000,0.164000,74523
2019-04-01,0.150000,0.159050,0.141000,0.156000,0.156000,47125
2019-04-02,0.150000,0.157500,0.142500,0.150000,0.150000,50985
2019-04-03,0.150000,0.163000,0.142000,0.163000,0.163000,112231
2019-04-04,0.143000,0.163000,0.143000,0.150000,0.150000,48012
2019-04-05,0.150000,0.160000,0.145000,0.159300,0.159300,45582
2019-04-08,0.150000,0.159200,0.150000,0.158460,0.158460,29300
2019-04-09,0.155450,0.162900,0.148000,0.160000,0.160000,38350
2019-04-10,0.174800,0.174800,0.152500,0.160000,0.160000,10000
2019-04-11,0.150000,0.162900,0.145000,0.150000,0.150000,31925
2019-04-12,0.170000,0.170000,0.145000,0.150000,0.150000,52950
2019-04-15,0.155000,0.155000,0.125000,0.137000,0.137000,225806
2019-04-16,0.138000,0.153000,0.138000,0.148250,0.148250,202585
2019-04-17,0.147080,0.147080,0.110000,0.137900,0.137900,639163
2019-04-18,0.126800,0.139450,0.126800,0.138900,0.138900,90794
2019-04-22,0.126800,0.132450,0.115000,0.129600,0.129600,310720
2019-04-23,0.142500,0.149900,0.126500,0.141000,0.141000,81395
2019-04-24,0.159950,0.159950,0.122200,0.139900,0.139900,182229
2019-04-25,0.142600,0.142600,0.138600,0.142600,0.142600,28332
2019-04-26,0.118000,0.149900,0.118000,0.147000,0.147000,191741
2019-04-29,0.138000,0.169000,0.134000,0.169000,0.169000,637404
2019-04-30,0.167000,0.179000,0.160000,0.175710,0.175710,124935
2019-05-01,0.177000,0.177000,0.137030,0.174900,0.174900,171135
2019-05-02,0.141670,0.154900,0.138600,0.153000,0.153000,108617
2019-05-03,0.149000,0.155000,0.125000,0.132000,0.132000,146761
2019-05-06,0.153400,0.153400,0.150700,0.150700,0.150700,7700
2019-05-07,0.141250,0.151500,0.132000,0.150000,0.150000,53545
2019-05-08,0.150000,0.168410,0.135000,0.160000,0.160000,136271
2019-05-09,0.166200,0.166200,0.140000,0.159900,0.159900,79617
2019-05-10,0.186000,0.186000,0.131000,0.149000,0.149000,18259
2019-05-13,0.130700,0.150000,0.120000,0.147500,0.147500,303149
2019-05-14,0.182000,0.182000,0.130000,0.140000,0.140000,247795
2019-05-15,0.130100,0.139800,0.121000,0.127400,0.127400,85324
2019-05-16,0.155000,0.155000,0.135000,0.147500,0.147500,44106
2019-05-17,0.147500,0.147500,0.121000,0.135000,0.135000,223864
2019-05-20,0.127000,0.144000,0.127000,0.144000,0.144000,19050
2019-05-21,0.145000,0.145000,0.120200,0.138900,0.138900,132084
2019-05-22,0.139400,0.139400,0.120100,0.132100,0.132100,74000
2019-05-23,0.132500,0.144000,0.123740,0.144000,0.144000,62206
2019-05-24,0.144000,0.144000,0.130000,0.140000,0.140000,72400
2019-05-28,0.145000,0.145000,0.130000,0.143900,0.143900,32800
2019-05-29,0.142600,0.142600,0.129000,0.142600,0.142600,1597
2019-05-30,0.129000,0.140000,0.129000,0.140000,0.140000,170510
2019-05-31,0.144000,0.144000,0.123500,0.139700,0.139700,41511
2019-06-03,0.143000,0.143000,0.130000,0.139410,0.139410,59600
2019-06-04,0.137730,0.138500,0.130000,0.137900,0.137900,18872
2019-06-05,0.138000,0.138000,0.120000,0.133190,0.133190,230348
2019-06-06,0.130000,0.135000,0.125900,0.135000,0.135000,32000
2019-06-07,0.135000,0.143000,0.135000,0.143000,0.143000,40953
2019-06-10,0.143000,0.143000,0.135000,0.140000,0.140000,85174
2019-06-11,0.129550,0.142900,0.129550,0.142900,0.142900,100144
2019-06-12,0.144900,0.154000,0.140000,0.150000,0.150000,226214
2019-06-13,0.147000,0.155000,0.132000,0.149250,0.149250,241014
2019-06-14,0.150000,0.150000,0.137750,0.137750,0.137750,117343
2019-06-17,0.132620,0.137400,0.125600,0.125600,0.125600,86950
2019-06-18,0.125700,0.136900,0.125700,0.125900,0.125900,78414
2019-06-19,0.125900,0.134900,0.121100,0.130000,0.130000,184604
2019-06-20,0.121000,0.125500,0.102600,0.124000,0.124000,172634
2019-06-21,0.122000,0.136800,0.100000,0.135000,0.135000,453882
2019-06-24,0.136000,0.139800,0.125000,0.138300,0.138300,109600
2019-06-25,0.135000,0.135000,0.135000,0.135000,0.135000,7000
2019-06-26,0.133680,0.135000,0.122500,0.134070,0.134070,6240
2019-06-27,0.133000,0.133000,0.125000,0.133000,0.133000,50366
2019-06-28,0.131300,0.131300,0.131300,0.131300,0.131300,11452
2019-07-01,0.125000,0.125000,0.125000,0.125000,0.125000,8500
2019-07-02,0.125000,0.131300,0.125000,0.131300,0.131300,3240
2019-07-03,0.131300,0.140000,0.125000,0.140000,0.140000,80192
2019-07-05,0.140600,0.140600,0.124500,0.124500,0.124500,7500
2019-07-08,0.139500,0.140000,0.119800,0.122000,0.122000,149017
2019-07-09,0.125000,0.140000,0.125000,0.140000,0.140000,15313
2019-07-10,0.140000,0.155000,0.138900,0.150625,0.150625,343048
